-400, -300, 0
-392.4, -300.0, 12.300788822017674
-384.9744759250712, -298.3808668329465, 24.60157764403535
-378.0643686126114, -295.21694254019076, 36.902366466053024
-371.9869536851687, -290.65349781063645, 49.2031552880707
-367.0212739299818, -284.9000619181521, 36.902366466053024
-360.9438590025391, -280.3366171885978, 49.2031552880707
-355.9781792473522, -274.5831812961135, 36.902366466053024
-349.9007643199095, -270.0197365665592, 49.2031552880707
-344.9350845647226, -264.26630067407484, 36.902366466053024
-338.8576696372799, -259.70285594452054, 49.2031552880707
-328.9263101269061, -248.19598415955184, 49.2031552880707
-323.9606303717192, -242.4425482670675, 36.902366466053024
-317.8832154442765, -237.87910353751323, 49.2031552880707
-312.9175356890896, -232.1256676450289, 36.902366466053024
-288.60787597931886, -213.87188872681176, 36.902366466053024
-270.3756311969908, -200.1815545381489, 24.601577644035352
-256.55541657207124, -193.85370595263745, 24.601577644035352
-235.82509463469188, -184.36193307437026, 12.300788822017678
-213.5485224099055, -179.50453357320964, 3.552713678800501e-15
-190.7485224099055, -179.50453357320964, -12.30078882201767
-183.3229983349767, -181.1236667402632, 3.552713678800501e-15
-175.7229983349767, -181.1236667402632, -12.30078882201767
-168.2974742600479, -182.74279990731674, -24.601577644035345
-140.65704501020878, -195.39849707833966, -24.601577644035345
-133.746937697749, -198.56242137109538, -36.90236646605302
-121.59210784286361, -207.68931083020396, -36.90236646605302
-97.28244813309286, -225.9430897484211, -36.90236646605302
-85.12761827820748, -235.06997920752968, -36.90236646605302
-60.81795856843672, -253.32375812574682, -36.90236646605302
-36.50829885866597, -271.57753704396396, -36.90236646605302
-24.35346900378059, -280.7044265030725, -36.90236646605302
-0.04380929400983291, -298.9582054212897, -36.90236646605302
